Order No,Order Date,Order Year,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
5793-1,08-02-2015,2015,Doug Bickford,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Medium,Multimedia Mailers,Office Supplies,Small Box,Regular Air,10-02-2015,$99.39,$162.93,$63.54,39,"$6,354.27",3%,$190.63,"$6,163.64",$19.99,"$6,183.63"
5795-1,09-02-2015,2015,Linda Southworth,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Low,Alto Memo Cubes,Office Supplies,Wrap Bag,Express Air,16-02-2015,$3.32,$5.18,$1.86,11,$56.98,6%,$3.42,$53.56,$2.04,$55.60
5797-1,12-02-2015,2015,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Low,Apex Straight Scissors,Office Supplies,Small Pack,Regular Air,12-02-2015,$5.19,$12.98,$7.79,50,$649.00,8%,$51.92,$597.08,$3.14,$600.22
5799-1,12-02-2015,2015,Dorris Love,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,UGen Ultra Professional Cordless Optical Suite,Technology,Small Box,Regular Air,13-02-2015,$156.50,$300.97,$144.47,41,"$12,339.77",10%,"$1,233.98","$11,105.79",$7.18,"$11,112.97"
5800-1,14-02-2015,2015,Ralph Arnett,"88 Oxford St,Woollahra",Sydney,NSW,Consumer,Charlie Bui,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Express Air,15-02-2015,$4.59,$7.28,$2.69,5,$36.40,5%,$1.82,$34.58,$11.15,$45.73
5801-1,15-02-2015,2015,Jasper Cacioppo,14 Knebworth Avenue,Perth,WA,Home Office,Radhya Staples,Medium,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Regular Air,16-02-2015,$1.19,$1.98,$0.79,3,$5.94,5%,$0.30,$5.64,$4.77,$10.41
5802-1,17-02-2015,2015,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,19-02-2015,$4.79,$11.97,$7.18,30,$359.10,8%,$28.73,$330.37,$5.81,$336.18
5803-1,18-02-2015,2015,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,High,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,20-02-2015,$1.84,$2.88,$1.04,22,$63.36,10%,$6.34,$57.02,$1.49,$58.51
5804-1,18-02-2015,2015,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,21-02-2015,$3.37,$5.53,$2.16,12,$66.36,6%,$3.98,$62.38,$6.98,$69.36
5804-2,18-02-2015,2015,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Wrap Bag,Regular Air,19-02-2015,$2.16,$3.85,$1.69,12,$46.20,10%,$4.62,$41.58,$0.70,$42.28
5805-1,23-02-2015,2015,Brian Thompson,"154 Castlereagh St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Critical,Security-Tint Envelopes,Office Supplies,Small Box,Regular Air,26-02-2015,$4.89,$7.64,$2.75,32,$244.48,6%,$14.67,$229.81,$1.39,$231.20
5806-1,24-02-2015,2015,Sylvia Foulston,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Medium,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,25-02-2015,$0.87,$1.81,$0.94,41,$74.21,3%,$2.23,$71.98,$0.75,$72.73
5807-1,24-02-2015,2015,Ann Blume,"33 Wellington Street, Perth",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,24-02-2015,$2.29,$3.69,$1.40,12,$44.28,2%,$0.89,$43.39,$0.50,$43.89
5809-1,27-02-2015,2015,Roy French,"78 Stanley St,Darlinghurst",Sydney,NSW,Consumer,Phoebe Gour,High,Artisan 474 Labels,Office Supplies,Small Box,Express Air,28-02-2015,$1.84,$2.88,$1.04,9,$25.92,0%,$0.00,$25.92,$0.99,$26.91
5811-1,01-03-2015,2015,Anne McFarland,"101 Murray Street, Perth",Sydney,NSW,Consumer,Charlie Bui,Low,TechSavi Access Keyboard,Technology,Small Box,Regular Air,01-03-2015,$10.07,$15.98,$5.91,26,$415.48,1%,$4.15,$411.33,$4.00,$415.33
5813-1,02-03-2015,2015,Sarah Bern,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Medium,Artisan Hole Reinforcements,Office Supplies,Small Box,Express Air,03-03-2015,$3.99,$6.23,$2.24,4,$24.92,10%,$2.49,$22.43,$6.97,$29.40
5814-1,02-03-2015,2015,Thomas Thornton,"222 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Critical,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Wrap Bag,Regular Air,04-03-2015,$1.30,$2.88,$1.58,43,$123.84,10%,$12.38,$111.46,$1.01,$112.47
5815-1,03-03-2015,2015,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,High,Lumi Crayons,Office Supplies,Wrap Bag,Regular Air,04-03-2015,$5.22,$9.85,$4.63,41,$403.85,5%,$20.19,$383.66,$4.82,$388.48
5816-1,04-03-2015,2015,Tracy Poddar,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,High,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Wrap Bag,Regular Air,06-03-2015,$2.16,$3.85,$1.69,4,$15.40,9%,$1.39,$14.01,$0.70,$14.71
5818-1,06-03-2015,2015,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,07-03-2015,$5.33,$8.60,$3.27,2,$17.20,5%,$0.86,$16.34,$6.19,$22.53
5819-1,11-03-2015,2015,Anthony Garverick,"10 Lake Street, Perth",Sydney,NSW,Small Business,Tina Carlton,High,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,12-03-2015,$3.75,$7.08,$3.33,12,$84.96,10%,$8.50,$76.46,$2.35,$78.81
5821-1,12-03-2015,2015,Susan Pistek,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,13-03-2015,$1.94,$3.08,$1.14,4,$12.32,3%,$0.37,$11.95,$0.99,$12.94
5822-1,15-03-2015,2015,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Consumer,Charlie Bui,High,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,Regular Air,17-03-2015,$2.18,$3.52,$1.34,49,$172.48,8%,$13.80,$158.68,$6.83,$165.51
5824-1,16-03-2015,2015,Keith Dawkins,"402 Argyle St,Moss Vale",Sydney,NSW,Home Office,Natasha Song,Not Specified,Emerson Stylus 1520 Color Inkjet Printer,Technology,Jumbo Drum,Delivery Truck,17-03-2015,$315.61,$500.97,$185.36,3,"$1,502.91",6%,$90.17,"$1,412.74",$69.30,"$1,482.04"
5826-1,16-03-2015,2015,Harold Pawlan,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,16-03-2015,$14.95,$34.76,$19.81,43,"$1,494.68",0%,$0.00,"$1,494.68",$8.22,"$1,502.90"
5829-1,17-03-2015,2015,Jonathan Howell,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Medium,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,17-03-2015,$12.39,$19.98,$7.59,32,$639.36,5%,$31.97,$607.39,$5.77,$613.16
5831-1,18-03-2015,2015,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Critical,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Pack,Regular Air,21-03-2015,$2.87,$6.84,$3.97,35,$239.40,2%,$4.79,$234.61,$4.42,$239.03
5832-1,20-03-2015,2015,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Alto Keyboard-In-A-Box,Technology,Small Box,Express Air,21-03-2015,$6.40,$29.10,$22.70,50,"$1,455.00",9%,$130.95,"$1,324.05",$4.00,"$1,328.05"
5833-1,21-03-2015,2015,Thais Sissman,8 Orange Street,Perth,WA,Small Business,Tina Carlton,Low,Aluminum Document Frame,Furniture,Small Pack,Regular Air,28-03-2015,$5.50,$12.22,$6.72,5,$61.10,4%,$2.44,$58.66,$2.85,$61.51
5834-1,21-03-2015,2015,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Critical,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,22-03-2015,$3.75,$7.08,$3.33,31,$219.48,1%,$2.19,$217.29,$2.35,$219.64
5835-1,22-03-2015,2015,Tom Ashbrook,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Express Air,23-03-2015,$4.59,$7.28,$2.69,40,$291.20,4%,$11.65,$279.55,$11.15,$290.70
5837-1,24-03-2015,2015,Astrea Jones,"3/265 Stirling Street, Perth",Sydney,NSW,Corporate,Leighton Forrest,Medium,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,26-03-2015,$3.37,$5.53,$2.16,23,$127.19,10%,$12.72,$114.47,$6.98,$121.45
5838-1,24-03-2015,2015,Brad Norvell,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Yvette Biti,Critical,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,25-03-2015,$3.52,$5.68,$2.16,8,$45.44,2%,$0.91,$44.53,$1.39,$45.92
5840-1,25-03-2015,2015,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,27-03-2015,$8.82,$20.99,$12.17,45,$944.55,3%,$28.34,$916.21,$4.81,$921.02
5841-1,25-03-2015,2015,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Express Air,27-03-2015,$1.53,$2.78,$1.25,34,$94.52,0%,$0.00,$94.52,$1.34,$95.86
5842-1,30-03-2015,2015,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,UGen Ultra Cordless Optical Suite,Technology,Small Box,Regular Air,01-04-2015,$54.52,$100.97,$46.45,13,"$1,312.61",6%,$78.76,"$1,233.85",$7.18,"$1,241.03"
5843-1,04-04-2015,2015,Valerie Mitchum,8/2 Edward Street,Perth,WA,Home Office,Natasha Song,Medium,Cando S750 Color Inkjet Printer,Technology,Jumbo Drum,Delivery Truck,05-04-2015,$75.00,$120.97,$45.97,38,"$4,596.86",9%,$413.72,"$4,183.14",$26.30,"$4,209.44"
5845-1,04-04-2015,2015,Michael Paige,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,High,Unpadded Memo Slips,Office Supplies,Wrap Bag,Regular Air,05-04-2015,$2.59,$3.98,$1.39,2,$7.96,4%,$0.32,$7.64,$2.97,$10.61
5847-1,08-04-2015,2015,Carol Triggs,15 Aberdeen Street,Perth,WA,Home Office,Radhya Staples,Critical,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,09-04-2015,$3.37,$5.53,$2.16,9,$49.77,9%,$4.48,$45.29,$6.98,$52.27
5848-1,08-04-2015,2015,Craig Molinari,"Shop 1 797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Regular Air,09-04-2015,$3.48,$5.43,$1.95,13,$70.59,2%,$1.41,$69.18,$0.95,$70.13
5850-1,10-04-2015,2015,Bradley Nguyen,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,High,"Alto Six-Outlet Power Strip, 4 Cord Length",Office Supplies,Small Box,Regular Air,13-04-2015,$3.53,$8.62,$5.09,50,$431.00,7%,$30.17,$400.83,$4.50,$405.33
5852-1,10-04-2015,2015,Katrina Edelman,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Critical,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,11-04-2015,$1.53,$2.78,$1.25,19,$52.82,6%,$3.17,$49.65,$1.34,$50.99
5854-1,11-04-2015,2015,Anthony Rawles,"10 Lake Street, Perth",Perth,WA,Small Business,Mihael Khan,Medium,TechSavi Access Keyboard,Technology,Small Box,Regular Air,12-04-2015,$10.07,$15.98,$5.91,40,$639.20,1%,$6.39,$632.81,$4.00,$636.81
5856-1,13-04-2015,2015,Alejandro Grove,"155 Oxford Street,Darlinghurst",Sydney,NSW,Corporate,Samantha Chairs,High,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Wrap Bag,Regular Air,14-04-2015,$2.16,$3.85,$1.69,42,$161.70,1%,$1.62,$160.08,$0.70,$160.78
5857-1,18-04-2015,2015,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Medium,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,19-04-2015,$3.37,$5.53,$2.16,30,$165.90,1%,$1.66,$164.24,$6.98,$171.22
5859-1,18-04-2015,2015,Arthur Gainer,"14/76 Newcastle Street, Perth",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,19-04-2015,$3.37,$5.53,$2.16,27,$149.31,4%,$5.97,$143.34,$6.98,$150.32
5861-1,18-04-2015,2015,Trudy Schmidt,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Small Business,Preston Senome,Medium,Binder Posts,Office Supplies,Small Box,Regular Air,18-04-2015,$3.50,$5.74,$2.24,23,$132.02,6%,$7.92,$124.10,$5.01,$129.11
5863-1,19-04-2015,2015,Thais Sissman,8 Orange Street,Perth,WA,Corporate,Tina Carlton,Not Specified,Beekin 105-Key Black Keyboard,Technology,Small Box,Express Air,19-04-2015,$6.39,$19.98,$13.59,6,$119.88,8%,$9.59,$110.29,$4.00,$114.29
5865-1,20-04-2015,2015,Art Ferguson,"14 Money Street, Perth",Sydney,NSW,Corporate,Mihael Khan,High,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Express Air,22-04-2015,$2.98,$5.84,$2.86,12,$70.08,2%,$1.40,$68.68,$0.83,$69.51
5867-1,23-04-2015,2015,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,High,HFX LaserJet 3310 Copier,Technology,Large Box,Regular Air,23-04-2015,$377.99,$599.99,$222.00,50,"$29,999.50",9%,"$2,699.96","$27,299.55",$24.49,"$27,324.04"
5868-1,24-04-2015,2015,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Wrap Bag,Regular Air,24-04-2015,$1.76,$3.38,$1.62,31,$104.78,4%,$4.19,$100.59,$0.85,$101.44
5869-1,25-04-2015,2015,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,26-04-2015,$0.24,$1.26,$1.02,35,$44.10,10%,$4.41,$39.69,$0.70,$40.39
5869-2,25-04-2015,2015,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,Regular Air,27-04-2015,$2.39,$4.26,$1.87,8,$34.08,10%,$3.41,$30.67,$1.20,$31.87
5870-1,25-04-2015,2015,Frank Carlisle,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,Cando PC940 Copier,Technology,Large Box,Regular Air,27-04-2015,$216.00,$449.99,$233.99,2,$899.98,8%,$72.00,$827.98,$24.49,$852.47
5871-1,26-04-2015,2015,Thomas Boland,18 Robinson Avenue,Perth,WA,Corporate,Mihael Khan,Critical,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,26-04-2015,$8.82,$20.99,$12.17,19,$398.81,1%,$3.99,$394.82,$4.81,$399.63
5872-1,26-04-2015,2015,Greg Tran,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,28-04-2015,$13.88,$22.38,$8.50,6,$134.28,0%,$0.00,$134.28,$15.10,$149.38
5873-1,28-04-2015,2015,Dianna Arnett,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,Artisan Hanging File Binders,Office Supplies,Small Box,Express Air,30-04-2015,$3.65,$5.98,$2.33,50,$299.00,9%,$26.91,$272.09,$1.49,$273.58
5875-1,28-04-2015,2015,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Emerson Stylus 1520 Color Inkjet Printer,Technology,Jumbo Drum,Delivery Truck,01-05-2015,$315.61,$500.97,$185.36,44,"$22,042.68",9%,"$1,983.84","$20,058.84",$69.30,"$20,128.14"
5877-1,29-04-2015,2015,Chuck Clark,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Low,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,04-05-2015,$1.84,$2.88,$1.04,29,$83.52,3%,$2.51,$81.01,$0.99,$82.00
5879-1,30-04-2015,2015,Pauline Webber,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,High,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,02-05-2015,$2.26,$3.58,$1.32,7,$25.06,9%,$2.26,$22.80,$5.47,$28.27
5881-1,01-05-2015,2015,Chad McGuire,"73 MacLeay St,Potts Point",Sydney,NSW,Small Business,Natasha Song,Not Specified,Smiths File Caddy,Office Supplies,Small Box,Regular Air,02-05-2015,$4.03,$9.38,$5.35,31,$290.78,8%,$23.26,$267.52,$7.28,$274.80
5882-1,02-05-2015,2015,Denny Blanton,"105 Pitt St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Critical,Apex Elite Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,03-05-2015,$3.42,$8.34,$4.92,21,$175.14,3%,$5.25,$169.89,$2.64,$172.53
5884-1,03-05-2015,2015,Suzanne McNair,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Critical,TechSavi Access Keyboard,Technology,Small Box,Regular Air,05-05-2015,$10.07,$15.98,$5.91,26,$415.48,3%,$12.46,$403.02,$4.00,$407.02
5885-1,04-05-2015,2015,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Corporate,Samantha Chairs,High,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Small Box,Regular Air,05-05-2015,$84.22,$210.55,$126.33,18,"$3,789.90",5%,$189.50,"$3,600.41",$9.99,"$3,610.40"
5886-1,06-05-2015,2015,Michelle Lonsdale,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,08-05-2015,$13.88,$22.38,$8.50,45,"$1,007.10",5%,$50.36,$956.75,$15.10,$971.85
5887-1,10-05-2015,2015,Thomas Boland,18 Robinson Avenue,Perth,WA,Corporate,Mihael Khan,Not Specified,UGen Ultra Cordless Optical Suite,Technology,Small Box,Regular Air,11-05-2015,$54.52,$100.97,$46.45,15,"$1,514.55",10%,$151.46,"$1,363.10",$7.18,"$1,370.28"
5888-1,11-05-2015,2015,Bill Stewart,"18 Robinson Avenue, Perth",Sydney,NSW,Corporate,Tina Carlton,Medium,Apex Box Cutter Scissors,Office Supplies,Small Pack,Regular Air,13-05-2015,$4.19,$10.23,$6.04,46,$470.58,5%,$23.53,$447.05,$4.68,$451.73
5888-2,11-05-2015,2015,Bill Stewart,"18 Robinson Avenue, Perth",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,13-05-2015,$3.65,$5.98,$2.33,4,$23.92,7%,$1.67,$22.25,$1.49,$23.74
5891-1,12-05-2015,2015,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,High,"Adams ""While You Were Out"" Message Pads",Office Supplies,Wrap Bag,Regular Air,14-05-2015,$1.88,$3.14,$1.26,50,$157.00,0%,$0.00,$157.00,$1.14,$158.14
5893-1,14-05-2015,2015,Ricardo Block,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Medium,Bagged Rubber Bands,Office Supplies,Wrap Bag,Express Air,14-05-2015,$0.24,$1.26,$1.02,35,$44.10,6%,$2.65,$41.45,$0.70,$42.15
5894-1,14-05-2015,2015,Shui Tom,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,Regular Air,16-05-2015,$178.83,$415.88,$237.05,11,"$4,574.68",6%,$274.48,"$4,300.20",$11.37,"$4,311.57"
5896-1,15-05-2015,2015,Penelope Sewall,"96 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,High,Apex Straight Scissors,Office Supplies,Small Pack,Regular Air,17-05-2015,$5.19,$12.98,$7.79,23,$298.54,1%,$2.99,$295.55,$3.14,$298.69
5898-1,17-05-2015,2015,Frank Hawley,"Shop 1 797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,20-05-2015,$12.39,$19.98,$7.59,33,$659.34,9%,$59.34,$600.00,$5.77,$605.77
5899-1,18-05-2015,2015,Roy Collins,6 Brookman Street,Perth,WA,Corporate,Natasha Song,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,20-05-2015,$54.29,$90.48,$36.19,11,$995.28,4%,$39.81,$955.47,$19.99,$975.46
5900-1,18-05-2015,2015,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Regular Air,18-05-2015,$1.19,$1.98,$0.79,29,$57.42,9%,$5.17,$52.25,$4.77,$57.02
5902-1,18-05-2015,2015,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,Laser DVD-RAM discs,Technology,Small Pack,Regular Air,25-05-2015,$20.18,$35.41,$15.23,1,$35.41,10%,$3.54,$31.87,$1.99,$33.86
5904-1,19-05-2015,2015,Carlos Meador,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,20-05-2015,$1.84,$2.88,$1.04,16,$46.08,5%,$2.30,$43.78,$1.49,$45.27
5906-1,20-05-2015,2015,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,23-05-2015,$1.84,$2.88,$1.04,26,$74.88,8%,$5.99,$68.89,$1.49,$70.38
5907-1,20-05-2015,2015,Allen Armold,"101/12 Victoria Ave, Perth",Melbourne,VIC,Home Office,Connor Betts,Critical,Laser DVD-RAM discs,Technology,Small Pack,Regular Air,22-05-2015,$20.18,$35.41,$15.23,49,"$1,735.09",2%,$34.70,"$1,700.39",$1.99,"$1,702.38"
5908-1,20-05-2015,2015,Alan Shonely,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,UGen RF Keyboard,Technology,Small Box,Regular Air,21-05-2015,$81.59,$159.99,$78.40,19,"$3,039.81",10%,$303.98,"$2,735.83",$5.50,"$2,741.33"
5909-1,22-05-2015,2015,Thomas Boland,18 Robinson Avenue,Perth,WA,Corporate,Mihael Khan,Critical,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,24-05-2015,$2.31,$3.78,$1.47,19,$71.82,3%,$2.15,$69.67,$0.71,$70.38
5911-1,24-05-2015,2015,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Regular Air,25-05-2015,$0.90,$2.10,$1.20,17,$35.70,9%,$3.21,$32.49,$0.70,$33.19
5913-1,24-05-2015,2015,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,28-05-2015,$3.75,$7.08,$3.33,49,$346.92,0%,$0.00,$346.92,$2.35,$349.27
5914-1,26-05-2015,2015,Patrick Ryan,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Corporate,Yvette Biti,Critical,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,28-05-2015,$1.09,$2.60,$1.51,8,$20.80,4%,$0.83,$19.97,$2.40,$22.37
5916-1,27-05-2015,2015,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Not Specified,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,29-05-2015,$6.39,$19.98,$13.59,7,$139.86,9%,$12.59,$127.27,$4.00,$131.27
5917-1,28-05-2015,2015,Lynn Smith,"61A Bay Road,Wollstonecraft",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,12 Colored Short Pencils,Office Supplies,Wrap Bag,Express Air,29-05-2015,$1.09,$2.60,$1.51,42,$109.20,5%,$5.46,$103.74,$2.40,$106.14
5919-1,29-05-2015,2015,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,31-05-2015,$1.84,$2.88,$1.04,24,$69.12,7%,$4.84,$64.28,$0.99,$65.27
5921-1,31-05-2015,2015,George Bell,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,1726 Digital Answering Machine,Technology,Medium Box,Express Air,02-06-2015,$8.82,$20.99,$12.17,18,$377.82,0%,$0.00,$377.82,$4.81,$382.63
5923-1,31-05-2015,2015,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Medium,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Pack,Regular Air,01-06-2015,$1.87,$8.12,$6.25,3,$24.36,3%,$0.73,$23.63,$2.83,$26.46
5925-1,31-05-2015,2015,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Low,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,05-06-2015,$14.95,$34.76,$19.81,43,"$1,494.68",8%,$119.57,"$1,375.11",$8.22,"$1,383.33"
